Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001105/00000002.MF4;Upper;2025-07-03T18:36:51+00:00;2025-07-03T18:59:59.977900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001105/00000003.MF4;Upper;2025-07-03T18:36:51+00:00;2025-07-03T19:29:36.042300+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001106/00000001.MF4;Upper;2025-07-03T19:29:40+00:00;2025-07-03T19:29:59.975200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001106/00000002.MF4;Upper;2025-07-03T19:29:40+00:00;2025-07-03T19:41:03.555650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001107/00000001.MF4;Upper;2025-07-03T19:41:08+00:00;2025-07-03T19:58:18.459950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001107/00000002.MF4;Upper;2025-07-03T19:41:08+00:00;2025-07-03T19:59:59.997300+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001107/00000003.MF4;Upper;2025-07-03T19:41:08+00:00;2025-07-03T20:15:01.101700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001107/00000004.MF4;Upper;2025-07-03T19:41:08+00:00;2025-07-03T20:29:59.994150+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001107/00000005.MF4;Upper;2025-07-03T19:41:08+00:00;2025-07-03T20:54:22.964000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000001.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T20:59:59.987550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000002.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T21:15:53.896200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000003.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T21:29:59.989000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000004.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T21:45:12.402650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000005.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T21:59:59.995000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001108/00000006.MF4;Upper;2025-07-03T20:54:28+00:00;2025-07-03T22:14:40.688050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001109/00000001.MF4;Upper;2025-07-03T22:14:51+00:00;2025-07-03T22:29:59.993300+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001109/00000002.MF4;Upper;2025-07-03T22:14:51+00:00;2025-07-03T22:45:00.780450+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001109/00000003.MF4;Upper;2025-07-03T22:14:51+00:00;2025-07-03T22:59:59.997550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001109/00000004.MF4;Upper;2025-07-03T22:14:51+00:00;2025-07-03T23:11:30.650600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001110/00000001.MF4;Upper;2025-07-04T16:07:16+00:00;2025-07-04T16:15:08.524900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001111/00000001.MF4;Upper;2025-07-04T16:15:16+00:00;2025-07-04T16:20:28.027550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001112/00000001.MF4;Upper;2025-07-04T16:21:25+00:00;2025-07-04T16:24:13.416100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000001.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T16:29:59.987600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000002.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T16:49:01.433800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000003.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T16:59:59.990700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000004.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T17:15:09.363100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000005.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T17:29:59.996900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000006.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T17:45:09.828900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001113/00000007.MF4;Upper;2025-07-04T16:24:19+00:00;2025-07-04T17:55:58.396250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000001.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T17:59:59.992850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000002.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T18:15:32.484150+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000003.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T18:29:59.972400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000004.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T18:44:57.844450+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000005.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T18:59:55.487100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000006.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T18:59:59.992750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000007.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T19:14:55.017650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001114/00000008.MF4;Upper;2025-07-04T17:56:05+00:00;2025-07-04T19:21:45.108200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001115/00000001.MF4;Upper;2025-07-07T15:55:31+00:00;2025-07-07T15:59:59.982000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001115/00000002.MF4;Upper;2025-07-07T15:55:31+00:00;2025-07-07T16:02:05.266650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000001.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T17:59:59.996350+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000002.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T18:14:44.260250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000003.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T18:29:59.982850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000004.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T18:59:59.981400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000005.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T19:29:59.989000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000006.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T19:44:50.573550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000007.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T19:59:35.128250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000008.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T19:59:59.983950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000009.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T20:14:40.741400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000010.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T20:29:53.834950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000011.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T20:29:59.993700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001116/00000012.MF4;Upper;2025-07-07T17:51:23+00:00;2025-07-07T20:33:00.597600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000001.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T20:51:12.733200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000002.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T20:59:59.989750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000003.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T21:15:04.331750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000004.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T21:29:59.013050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000005.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T21:29:59.991750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000006.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T21:44:54.053700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001117/00000007.MF4;Upper;2025-07-07T20:33:10+00:00;2025-07-07T21:51:24.550550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001118/00000001.MF4;Upper;2025-07-07T21:51:38+00:00;2025-07-07T21:59:59.996850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001118/00000002.MF4;Upper;2025-07-07T21:51:38+00:00;2025-07-07T22:14:59.337050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001118/00000003.MF4;Upper;2025-07-07T21:51:38+00:00;2025-07-07T22:29:59.993050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001118/00000004.MF4;Upper;2025-07-07T21:51:38+00:00;2025-07-07T22:44:55.824450+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001118/00000005.MF4;Upper;2025-07-07T21:51:38+00:00;2025-07-07T22:56:01.124400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001119/00000001.MF4;Upper;2025-07-08T16:13:23+00:00;2025-07-08T16:29:59.991400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001119/00000002.MF4;Upper;2025-07-08T16:13:23+00:00;2025-07-08T16:46:48.842550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001119/00000003.MF4;Upper;2025-07-08T16:13:23+00:00;2025-07-08T16:59:59.990500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001119/00000004.MF4;Upper;2025-07-08T16:13:23+00:00;2025-07-08T17:29:59.995750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001119/00000005.MF4;Upper;2025-07-08T16:13:23+00:00;2025-07-08T17:31:57.723850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001120/00000001.MF4;Upper;2025-07-08T17:37:01+00:00;2025-07-08T17:53:31.131700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001120/00000002.MF4;Upper;2025-07-08T17:37:01+00:00;2025-07-08T17:59:59.978900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001120/00000003.MF4;Upper;2025-07-08T17:37:01+00:00;2025-07-08T18:14:41.343150+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001120/00000004.MF4;Upper;2025-07-08T17:37:01+00:00;2025-07-08T18:17:00.219400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001121/00000001.MF4;Upper;2025-07-08T18:17:05+00:00;2025-07-08T18:29:59.966650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001121/00000002.MF4;Upper;2025-07-08T18:17:05+00:00;2025-07-08T18:30:06.737550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001122/00000001.MF4;Upper;2025-07-08T18:30:09+00:00;2025-07-08T18:31:19.933750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001123/00000001.MF4;Upper;2025-07-08T18:32:32+00:00;2025-07-08T18:41:03.673800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000001.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T19:29:59.990000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000002.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T19:44:56.963900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000003.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T19:59:51.879500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000004.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T19:59:59.993600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000005.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T20:14:57.362500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000006.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T20:29:54.421800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000007.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T20:29:59.987250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000008.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T20:49:30.107650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000009.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T20:59:59.981150+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001124/00000010.MF4;Upper;2025-07-08T19:18:53+00:00;2025-07-08T21:05:29.486800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001125/00000001.MF4;Upper;2025-07-08T21:05:35+00:00;2025-07-08T21:15:42.158100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001126/00000001.MF4;Upper;2025-07-09T15:58:07+00:00;2025-07-09T15:59:59.982550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001126/00000002.MF4;Upper;2025-07-09T15:58:07+00:00;2025-07-09T16:03:36.466800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001127/00000001.MF4;Upper;2025-07-09T16:03:40+00:00;2025-07-09T16:05:55.285500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000001.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T16:24:10.747000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000002.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T16:29:59.989100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000003.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T16:44:50.643350+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000004.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T16:59:38.810100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000005.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T16:59:59.995250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000006.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T17:14:43.929250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000007.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T17:29:25.571750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000008.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T17:29:59.990000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000009.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T17:44:42.358500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001128/00000010.MF4;Upper;2025-07-09T16:06:03+00:00;2025-07-09T17:58:28.152750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000001.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T17:59:59.986550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000002.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:14:59.236950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000003.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:29:58.947500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000004.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:29:59.995200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000005.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:44:58.495700+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000006.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:59:54.530200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000007.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T18:59:59.984200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000008.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T19:14:56.632750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001129/00000009.MF4;Upper;2025-07-09T17:58:33+00:00;2025-07-09T19:16:46.778250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001130/00000001.MF4;Upper;2025-07-09T20:49:38+00:00;2025-07-09T20:59:59.985950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001130/00000002.MF4;Upper;2025-07-09T20:49:38+00:00;2025-07-09T21:14:55.597350+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001130/00000003.MF4;Upper;2025-07-09T20:49:38+00:00;2025-07-09T21:29:59.992500+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001130/00000004.MF4;Upper;2025-07-09T20:49:38+00:00;2025-07-09T21:39:54.639250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001131/00000001.MF4;Upper;2025-07-09T21:40:04+00:00;2025-07-09T21:45:48.588100+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000001.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T21:59:59.974650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000002.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T22:14:57.700800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000003.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T22:29:51.721750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000004.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T22:29:59.996300+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000005.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T22:44:54.943300+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000006.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T22:59:59.989050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000007.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T23:14:59.510400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001132/00000008.MF4;Upper;2025-07-09T21:45:54+00:00;2025-07-09T23:20:49.199600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000001.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T17:29:59.989900+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000002.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T17:45:01.398550+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000003.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T17:59:56.329250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000004.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T17:59:59.990350+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000005.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T18:14:56.871800+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000006.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T18:29:53.189400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000007.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T18:29:59.995450+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001133/00000008.MF4;Upper;2025-07-11T17:12:54+00:00;2025-07-11T18:43:58.726650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001134/00000001.MF4;Upper;2025-07-11T21:05:09+00:00;2025-07-11T21:27:07.694650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001135/00000001.MF4;Upper;2025-07-11T21:27:13+00:00;2025-07-11T21:29:59.998650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001135/00000002.MF4;Upper;2025-07-11T21:27:13+00:00;2025-07-11T21:45:42.487000+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001135/00000003.MF4;Upper;2025-07-11T21:27:13+00:00;2025-07-11T21:59:59.995950+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001136/00000001.MF4;Upper;2025-07-15T17:39:51+00:00;2025-07-15T17:56:01.424850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001136/00000002.MF4;Upper;2025-07-15T17:39:51+00:00;2025-07-15T17:59:59.977450+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001136/00000003.MF4;Upper;2025-07-15T17:39:51+00:00;2025-07-15T18:10:15.591050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001137/00000001.MF4;Upper;2025-07-15T18:10:20+00:00;2025-07-15T18:15:45.773750+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000001.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T18:29:59.988050+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000002.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T18:44:55.895650+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000003.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T18:59:49.126600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000004.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T18:59:59.993250+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000005.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T19:14:51.075850+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000006.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T19:29:59.987200+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000007.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T19:59:59.992400+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001138/00000008.MF4;Upper;2025-07-15T18:15:54+00:00;2025-07-15T20:27:40.388600+00:00
Epiroc/Rig Crew - Private - General/5. Testing/CANEdge/Upper/6C1D6B77/00001139/00000001.MF4;Upper;2025-07-15T20:27:50+00:00;2025-07-15T20:29:59.358200+00:00
